id,requirement
QuRE-1237,The ABC-Preview Function is calculating a road profile in the near range in front of the vehicle with higher accuracy than the road profile specified in AGMR-726.
QuRE-1238,"In order to improve the road profile in near range, data from the road surface scan can be used."
QuRE-1239,To achieve a faster battery charging a higher voltage is set after the start of the engine until the battery is nearly fully charged.
QuRE-1240,In addition to that the battery voltage has to be nearly static
QuRE-1241,"For the implementation of the Near Field Communication on the Telematic5@Star1 HU Entry, the contractor shall consider the contents of ``Feature List Telematic5STAR1 HU Entry Bluetooth'' [RD3573]."
QuRE-1242,Near Field Communication (NFC) is a wireless connectivity technology that enables convenient short-range communication between electronic devices.
QuRE-1243,This signal state signalizes the nearest oncoming object (Dist_X) on the ego lane of the system vehicle which fulfills the object quality criteria for vehicles and is not classified as backrolling vehicle (criteria for signal state FIRST_EGO_LANE).
QuRE-1244,"This signal state signalizes the nearest (Dist_X) comoving, oncoming, stopped (comoving or oncoming) or stationary object which fulfills the quality criteria on one of the left hand sided neighbouring lanes."
QuRE-1245,``1'' equal ``Pre-blocked'' at least at one near range sensor / INC_DAMP
QuRE-1246,``3'' equal ``Pre Clean'' at least at one near range sensor / RDC_DAMP
QuRE-1247,For this function it is important that the component can exactly measure in the near field down to 1 m and the component shall have a wide horizontal field of view in the near field.
QuRE-1248,"The component should have an improved measurement in the near field less than 10 meters, a wide horizontal field of view up to 20 meters and a high update rate of data."
QuRE-1249,``2'' equals ``Blockage ''at least at one near range sensor / FULL_DAMP
QuRE-1250,- near the roof console about 10 cm distance to the HF-MIC
QuRE-1251,The second case for determining a near deployment shall be defined per the NHTSA entry requirement.
QuRE-1252,The component shall include sophisticated algorithms for calculating the nearest object within the estimated vehicle path.
QuRE-1253,The nearest object to estimated vehicle path has the nearest lateral position to the estimated vehicle path but is still on the left lane.
QuRE-1254,"If multiple objects are detected for a physically real vehicle, the signal shall be ``1'' only for the nearest object if possible and the object shall be described using length and width."
QuRE-1255,"If the longitudinally nearest object classified as TRUCK or CAR leaves the detection field of the sensor, relating objects classified as MULTIPLE have to be labelled still as MULTIPLE."
QuRE-1256,This signal state signalizes the nearest object (Dist_X) on the ego lane of the system vehicle which fulfills the object criteria for DTR+ and CMS for RADAR based only system function.
QuRE-1257,"The reference system shall allow automatic counting of the accordance or disaccordance of predetermined objects from both systems, at least the nearest objects allocated to the ego lane and/or the first neighboring lanes left and right; the lane allocation shall be determined and assigned by the ego radar sensor."
QuRE-1258,"To select the nearest object in path (the relevant object) the component calculates the predicted path of the own vehicle from yaw rate, wheel speeds, steering angle and detected stationary objects from both sides of the road."
QuRE-1259,This object is in general the nearest object in predicted path of the own vehicle.
QuRE-1260,The component calculates additional objects on the left and right side of the path and also an object behind the nearest object in path.
QuRE-1261,Designation: Horizontal opening detection angle in limited distance range ?130 m (near range scan) with limited angle accuracy
QuRE-1262,Designation: Horizontal angle accuracy in full angle range in limited distance range ?130m (near range scan)
QuRE-1263,Condition: In field of view of near range scan
QuRE-1264,The radar shall have an independent far range scan and near range scan.
QuRE-1265,The HF signal processing (such as amplification and mixing) for the far range and the near range scan shall be separate.
QuRE-1266,- longitudinal velocity separation for near range radar scan greater than 11 km/h
QuRE-1267,"- in the overlap region of the near range scan and the far range scan, but has been detected only in one of the scans,"
QuRE-1268,"- only detected in the near range scan,"
QuRE-1269,"- at the outer edge of the near range scan, or"
QuRE-1270,"The signal state may only be LONG_COLLISON_BRAKE, if the object is located in the overlap area of near range scan and far range scan AND the object has been detected in both scans at the same position."
QuRE-1271,"If a light system damping of the DTR sensor is observed, but no relevant influence on the system functionality is present (all object data etc. are still determined and transmitted) the condition DTR_SysDamp equal ``1''/INC_DAMP is sent and a connected near range sensor system can sensitise the damping detection with this information if necessary."
QuRE-1272,The event/error code shall be differentiated depending on blockage reasons: a.) blockage after selftest/power on detected b.) far range blockage during normal operation is detected c.) blockage of near range sensors switches system into blockage.
QuRE-1273,"Signal is for DistronicPlus system without near range radar sensoric for vehicle longitudinal controller, for system with near range radar sensoric for the object fusion for the coordination of the run-up relevant."
QuRE-1274,With this signal the detected systemdamping of the near range radar sensors is transmitted.
QuRE-1275,"In case the object was measured using more than one scan within the same radar system cycle, e.g. from a wider near range scan, the object time stamp, as well as the other object attributes shall be predicted to the master scan, e.g. to the far range scan."
QuRE-1276,"In case the object was measured using more than one scan within the same radar system cycle, e.g. from a wider near range scan, the object object time stamp, as well as the other object attributes, shall be predicted to the master scan, e.g. to the far range scan."
QuRE-1277,on highways with double guardrails on both sides or near embankments; this requirement is not valid in case the system vehicle located inside a tunnel (from tunnel entrance to exit).
QuRE-1278,"This test works with helium gas is injected into the engine, a sensor which can be held near the sensors outside detects small amounts of escaped helium."
